iso3,country_plan_name,year,plan_type,overlooked_crisis_index,severity_score,funding_gap_score,scale_score,pooled_gap_score,vulnerability_score,crisis_status,data_completeness,total_people_in_need,total_people_targeted,total_people_reached,total_people_affected,total_population,crisis_severity_pct,affected_population_pct,num_clusters,num_subnational_regions,clusters,children_in_need,female_in_need,male_in_need,elderly_in_need,idp_in_need,returnee_in_need,host_community_in_need,refugee_in_need,children_vulnerability_pct,elderly_vulnerability_pct,female_vulnerability_pct,idp_pct,returnee_pct,refugee_pct,total_funding_usd,total_requirements_usd,funding_gap_usd,funding_coverage_pct,min_funding_coverage_pct,max_funding_coverage_pct,funding_gap_per_person_usd,num_response_plans,num_flash_appeals,num_regional_plans,plan_types,original_requirements_usd,revised_requirements_usd,requirements_change_usd,requirements_change_pct,requirements_revision_ratio,pooled_funding_usd,num_pooled_projects,pooled_coverage_pct,pooled_funding_gap_usd,reserve_projects,standard_projects,reserve_funding_usd,standard_funding_usd,reserve_allocation_pct,targeting_efficiency_pct,reach_efficiency_pct,cost_per_beneficiary_usd,beneficiaries_per_dollar,beneficiaries_per_dollar_pooled,avg_project_budget_usd,min_project_budget_usd,max_project_budget_usd,project_budget_variability,is_cost_anomaly,is_efficiency_anomaly,is_project_size_anomaly,is_severely_underfunded,has_major_requirement_increase,cost_zscore,efficiency_zscore,project_size_zscore,benchmark_cost_per_beneficiary,benchmark_beneficiaries_per_dollar,benchmark_project_size,benchmark_funding_coverage_pct,benchmark_pooled_coverage_pct,num_admin_regions,census_year,num_funding_plans,female_population,male_population,child_population,elderly_population,funding_millions_usd,requirements_millions_usd,gap_millions_usd,pooled_gap_millions_usd,requirements_change_millions_usd
BFA,Burkina Faso Besoins Humanitaires et Plan de Réponse 2025,2025,Humanitarian needs and response plan,37.11,9.75,65.59,17.2,98.86,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,5915136,3672506,1800000,null,94233964,6.28,null,13,0,"[""PRO-MIN"",""MS"",""NUT"",""HEA"",""FSC"",""EDU"",""SHL"",""PRO-HLP"",""PRO-CPN"",""PRO"",""PRO-GBV"",""WSH"",""CCM""]",null,null,null,null,25865531,null,24182304,81700,null,null,null,437.28,null,1.38,272684836,792565236,519880400,34.41,34,34,87.89,29,2,8,"[""HRP"",""Flash Appeal"",""Other"",""Regional Response""]",8745837384,9143982691,398145307,10.02,1.05,9000000,2,1.14,783565236,2,0,9000000,0,100,62.09,49.01,74.25,0.01,0.41,4500000,1000000,8000000,1.0999,false,false,false,false,false,-0.15,-0.48,-0.45,87.23,0.03,8378713.62,30.61,0.67,13,2024,1,24317702,22799280,26420944,2062282,272.68,792.57,519.88,783.57,398.15
COL,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2024,2024,Regional response plan,36.89,6.07,59.24,27.8,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,9053352,1991880,890000,null,212866368,4.25,null,10,33,"[""PRO-CPN"",""PRO"",""HEA"",""EDU"",""SHL"",""ERY"",""PRO-GBV"",""FSC"",""PRO-MIN"",""WSH""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,370003563,907860094,537856531,40.76,29,60,59.41,20,0,8,"[""Regional Response"",""HRP"",""Other""]",12697597742,14003594571,1305996829,-3.34,1.1,0,0,0,907860094,0,0,0,0,null,22,44.68,185.76,0.01,null,null,null,null,null,false,false,false,false,false,1.13,-0.69,null,87.23,0.03,8378713.62,30.61,0.67,33,2025,2,54631512,51801672,31487728,16529702,370,907.86,537.86,907.86,1306
CMR,Cameroon Humanitarian Response Plan 2025,2025,Humanitarian response plan,36.69,3.48,76.53,8.45,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,3322058,2100146,800000,null,117769272,2.82,null,11,9,"[""SHL"",""WSH"",""PRO"",""EDU"",""NUT"",""PRO-CPN"",""MS"",""FSC"",""PRO-HLP"",""HEA"",""PRO-GBV""]",null,28934679,22036941,null,20448755,10882359,18373360,1267146,null,null,870.99,615.54,327.58,38.14,84320211,359298328,274978117,23.47,23,23,82.77,19,0,3,"[""Other"",""HRP"",""Regional Response""]",6580171483,4918151548,-1662019935,2.51,0.75,0,0,0,359298328,0,0,0,0,null,63.22,38.09,40.15,0.02,null,null,null,null,null,false,false,false,false,false,-0.54,-0.19,null,87.23,0.03,8378713.62,30.61,0.67,10,2025,1,29934894,28949742,29474904,3057194,84.32,359.3,274.98,359.3,-1662.02
NGA,Nigeria Humanitarian Needs and Response Plan 2025,2025,Humanitarian needs and response plan,36.6,0,68.72,23.73,97.85,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,7847048,3584107,1600000,16028952,867188960,0.9,1.85,13,0,"[""ERY"",""PRO"",""WSH"",""FSC"",""PRO-CPN"",""CCM"",""PRO-GBV"",""NUT"",""EDU"",""PRO-MIN"",""PRO-HLP"",""HEA"",""SHL""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,284691216,910246471,625555255,31.28,31,31,79.72,20,0,4,"[""Other"",""Regional Response"",""HRP""]",13411548343,12146842656,-1264705687,6.94,0.91,19600000,5,2.15,890646471,2,3,2100000,17500000,10.71,45.67,44.64,79.43,0.01,0.18,3920000,100000,10000000,0.9581,false,false,false,false,false,-0.09,-0.5,-0.52,87.23,0.03,8378713.62,30.61,0.67,37,2022,1,216892780,216713869,226212634,20413274,284.69,910.25,625.56,890.65,-1264.71
SSD,South Sudan Humanitarian Needs and Response Plan 2024,2024,Humanitarian needs and response plan,35.86,32.35,28.23,28.6,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,9290088,5386982,3900000,11289748,49579884,18.74,22.77,14,0,"[""HEA"",""SHL"",""FSC"",""NUT"",""CCM"",""PRO-CPN"",""MPC"",""LOG"",""PRO-MIN"",""WSH"",""EDU"",""PRO-GBV"",""PRO"",""PRO-HLP""]",12650,null,null,null,null,null,null,null,0.14,null,null,null,null,null,1283919138,1788817122,504897984,71.77,72,72,54.35,20,0,1,"[""Other"",""Regional Response"",""HRP""]",24237521513,26038709753,1801188240,6.46,1.07,0,0,0,1788817122,0,0,0,0,null,57.99,72.4,238.34,0,null,null,null,null,null,false,false,false,false,false,1.73,-0.72,null,87.23,0.03,8378713.62,30.61,0.67,10,2022,1,12487886,12302058,13257516,1784170,1283.92,1788.82,504.9,1788.82,1801.19
CAF,Sudan Emergency: Regional Refugee Response Plan 2024,2024,Regional response plan,35.72,43.05,35.43,5.47,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,2440338,1772631,720000,null,9906029,24.63,null,11,0,"[""WSH"",""PRO-CPN"",""FSC"",""SHL"",""PRO-GBV"",""PRO"",""NUT"",""HEA"",""PRO-MIN"",""CCM"",""EDU""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,267210836,413844967,146634131,64.57,17,71,60.09,29,1,2,"[""Other"",""HRP"",""Flash Appeal"",""Regional Response""]",8965921687,8900842880,-65078807,8.3,0.99,0,0,0,413844967,0,0,0,0,null,72.64,40.62,150.74,0.01,null,null,null,null,null,false,false,false,false,false,0.73,-0.66,null,87.23,0.03,8378713.62,30.61,0.67,17,2015,2,2525065,2427950,null,null,267.21,413.84,146.63,413.84,-65.08
GTM,Guatemala Necesidades Humanitarias y Plan de Respuesta 2025,2025,Humanitarian needs and response plan,35.66,3.86,75.15,4.54,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,2163953,1000000,275000,null,71372528,3.03,null,9,0,"[""CCM"",""PRO-CPN"",""HEA"",""PRO"",""PRO-GBV"",""NUT"",""EDU"",""FSC"",""WSH""]",null,916064,null,null,null,null,null,null,null,null,42.33,null,null,null,24992697,100563396,75570699,24.85,25,25,34.92,10,3,0,"[""Other"",""Flash Appeal"",""HRP""]",716825981,725184441,8358460,3.67,1.01,0,0,0,100563396,0,0,0,0,null,46.21,27.5,24.99,0.04,null,null,null,null,null,false,false,false,false,false,-0.71,0.2,null,87.23,0.03,8378713.62,30.61,0.67,22,2024,1,18131506,17554758,14556314,2928364,24.99,100.56,75.57,100.56,8.36
NER,Niger Besoins Humanitaires et Plan de Réponse 2025,2025,Humanitarian needs and response plan,35.26,2.8,74,5.95,99.17,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,2580329,2132111,844290,null,105471388,2.45,null,10,0,"[""HEA"",""NUT"",""SHL"",""EDU"",""WSH"",""PRO-CPN"",""PRO-GBV"",""PRO"",""FSC"",""PRO-HLP""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,156816763,603027582,446210819,26,26,26,172.93,29,1,9,"[""HRP"",""Regional Response"",""Other"",""Flash Appeal""]",10710697257,10428677837,-282019420,28.37,0.97,5000000,1,0.83,598027582,1,0,5000000,0,100,82.63,39.6,73.55,0.01,0.43,5000000,5000000,5000000,null,false,false,false,false,false,-0.16,-0.48,-0.39,87.23,0.03,8378713.62,30.61,0.67,8,2024,1,26512516,26223178,31743474,2152586,156.82,603.03,446.21,598.03,-282.02
MOZ,Mozambique Tropical Cyclones Flash Appeal 2025,2025,Humanitarian needs and response plan,34.45,0.04,76.67,1.64,99.66,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,1305029,1097096,1105000,2469082,140655968,0.93,1.76,11,0,"[""PRO-GBV"",""EDU"",""PRO-CPN"",""PRO"",""SHL"",""FSC"",""PRO-HLP"",""HEA"",""NUT"",""WSH"",""CCM""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,159300365,682722983,523422618,23.33,7,35,401.08,20,6,1,"[""Regional Response"",""Flash Appeal"",""HRP"",""Other""]",4154813466,4493914370,339100904,5.18,1.08,2315591,3,0.34,680407392,2,1,1115591,1200000,48.18,84.07,100.72,145.2,0.01,0.47,771863.67,115591,1200000,0.7476,false,false,false,false,false,0.67,-0.65,-0.88,87.23,0.03,8378713.62,30.61,0.67,11,2025,3,36174928,34153056,39627820,2849454,159.3,682.72,523.42,680.41,339.1
BFA,Burkina Faso Plan de Réponse Humanitaire 2024,2024,Humanitarian response plan,34.38,9.75,54,17.2,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,5915136,3672506,1800000,null,94233964,6.28,null,13,0,"[""PRO-MIN"",""MS"",""NUT"",""HEA"",""FSC"",""EDU"",""SHL"",""PRO-HLP"",""PRO-CPN"",""PRO"",""PRO-GBV"",""WSH"",""CCM""]",null,null,null,null,25865531,null,24182304,81700,null,null,null,437.28,null,1.38,429958889,934604385,504645496,46,46,46,85.31,29,2,8,"[""HRP"",""Flash Appeal"",""Other"",""Regional Response""]",8745837384,9143982691,398145307,10.02,1.05,0,0,0,934604385,0,0,0,0,null,62.09,49.01,117.08,0.01,null,null,null,null,null,false,false,false,false,false,0.34,-0.61,null,87.23,0.03,8378713.62,30.61,0.67,13,2024,1,24317702,22799280,26420944,2062282,429.96,934.6,504.65,934.6,398.15
SLV,El Salvador Necesidades Humanitarias y Plan de Respuesta 2025,2025,Humanitarian needs and response plan,34.09,4.21,72.14,0,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,818700,407500,41000,null,25403876,3.22,null,10,0,"[""PRO"",""HEA"",""CCM"",""FSC"",""SHL"",""EDU"",""WSH"",""PRO-GBV"",""NUT"",""PRO-CPN""]",null,null,null,null,113760,null,null,null,null,null,null,13.9,null,null,18644495,66923449,48278954,27.86,28,28,58.97,8,2,0,"[""HRP"",""Other"",""Flash Appeal""]",445700006,451342591,5642585,8.27,1.01,0,0,0,66923449,0,0,0,0,null,49.77,10.06,45.75,0.02,null,null,null,null,null,false,false,false,false,false,-0.48,-0.27,null,87.23,0.03,8378713.62,30.61,0.67,14,2024,1,6772050,5929888,4176872,1674586,18.64,66.92,48.28,66.92,5.64
TCD,Tchad Besoins Humanitaires et Plan de Réponse 2024,2024,Humanitarian needs and response plan,34,16.09,43.1,21.03,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,7049226,5475571,2000000,null,72134996,9.77,null,11,23,"[""CCM"",""FSC"",""PRO"",""SHL"",""WSH"",""HEA"",""PRO-GBV"",""NUT"",""MS"",""PRO-CPN"",""EDU""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,639886542,1124572823,484686281,56.9,57,57,68.76,30,0,4,"[""HRP"",""Regional Response"",""Other""]",13545259266,14713583437,1168324171,20.54,1.09,0,0,0,1124572823,0,0,0,0,null,77.68,36.53,116.86,0.01,null,null,null,null,null,false,false,false,false,false,0.34,-0.61,null,87.23,0.03,8378713.62,30.61,0.67,23,2023,1,18150090,17917408,22227042,1303980,639.89,1124.57,484.69,1124.57,1168.32
SLV,El Salvador Plan de Respuesta Humanitaria 2024,2024,Humanitarian response plan,33.51,4.21,69.85,0,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,818700,407500,41000,null,25403876,3.22,null,10,0,"[""PRO"",""HEA"",""CCM"",""FSC"",""SHL"",""EDU"",""WSH"",""PRO-GBV"",""NUT"",""PRO-CPN""]",null,null,null,null,113760,null,null,null,null,null,null,13.9,null,null,26107882,86585525,60477643,30.15,30,30,73.87,8,2,0,"[""HRP"",""Other"",""Flash Appeal""]",445700006,451342591,5642585,8.27,1.01,0,0,0,86585525,0,0,0,0,null,49.77,10.06,64.07,0.02,null,null,null,null,null,false,false,false,false,false,-0.27,-0.43,null,87.23,0.03,8378713.62,30.61,0.67,14,2024,1,6772050,5929888,4176872,1674586,26.11,86.59,60.48,86.59,5.64
CMR,Cameroon Humanitarian Response Plan 2024,2024,Humanitarian response plan,31.11,3.48,54.2,8.45,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,3322058,2100146,800000,null,117769272,2.82,null,11,9,"[""SHL"",""WSH"",""PRO"",""EDU"",""NUT"",""PRO-CPN"",""MS"",""FSC"",""PRO-HLP"",""HEA"",""PRO-GBV""]",null,28934679,22036941,null,20448755,10882359,18373360,1267146,null,null,870.99,615.54,327.58,38.14,170105074,371369724,201264650,45.8,46,46,60.58,19,0,3,"[""Other"",""HRP"",""Regional Response""]",6580171483,4918151548,-1662019935,2.51,0.75,0,0,0,371369724,0,0,0,0,null,63.22,38.09,81,0.01,null,null,null,null,null,false,false,false,false,false,-0.07,-0.51,null,87.23,0.03,8378713.62,30.61,0.67,10,2025,1,29934894,28949742,29474904,3057194,170.11,371.37,201.26,371.37,-1662.02
MOZ,Mozambique Humanitarian Needs and Response Plan 2024,2024,Humanitarian needs and response plan,30.6,0.04,61.04,1.64,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,1305029,1097096,1105000,2469082,140655968,0.93,1.76,11,0,"[""PRO-GBV"",""EDU"",""PRO-CPN"",""PRO"",""SHL"",""FSC"",""PRO-HLP"",""HEA"",""NUT"",""WSH"",""CCM""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,195758320,502445224,306686904,38.96,23,42,235,20,6,1,"[""Regional Response"",""Flash Appeal"",""HRP"",""Other""]",4154813466,4493914370,339100904,5.18,1.08,0,0,0,502445224,0,0,0,0,null,84.07,100.72,178.43,0.01,null,null,null,null,null,false,false,false,false,false,1.05,-0.68,null,87.23,0.03,8378713.62,30.61,0.67,11,2025,2,36174928,34153056,39627820,2849454,195.76,502.45,306.69,502.45,339.1
COG,Democratic Republic of the Congo Regional Refugee Response Plan 2025,2025,Regional response plan,30,0,0,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31046905,22496182,-8550723,138.01,138,138,null,18,0,6,"[""Other"",""Regional Response""]",5301929827,4016994565,-1284935262,-6.71,0.76,0,0,0,22496182,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,31.05,22.5,-8.55,22.5,-1284.94
PHL,Philippines Tropical Cyclones and Floods Humanitarian Needs and Priorities 2025,2025,Other,30,0,0,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,461511968,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24658622,16880751,-7777871,146.08,146,146,null,16,4,0,"[""Other"",""Flash Appeal""]",1696504529,2395147436,698642907,39.21,1.41,0,0,0,16880751,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,17,2025,1,114371060,116384924,86921318,22921656,24.66,16.88,-7.78,16.88,698.64
KEN,South Sudan Regional Refugee Response Plan 2024,2024,Regional response plan,30,0,0,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,190249722,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,169819833,140683857,-29135976,120.71,119,153,null,31,8,12,"[""Regional Response"",""Other"",""Flash Appeal""]",14047605319,12814442050,-1233163269,40.67,0.91,0,0,0,140683857,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,47,2019,2,48029134,47095727,47654376,5480874,169.82,140.68,-29.14,140.68,-1233.16
MDG,Madagascar Grand Sud and Grand Sud-Est Flash Appeal 2024,2024,Flash appeal,30,0,0,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,26696209,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,121484612,90059893,-31424719,134.89,135,135,null,10,10,0,"[""Flash Appeal""]",283720523,819568231,535847708,56.26,2.89,0,0,0,90059893,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,true,null,null,null,87.23,0.03,8378713.62,30.61,0.67,22,2018,1,null,null,null,null,121.48,90.06,-31.42,90.06,535.85
NPL,Nepal Humanitarian Needs and Priorities Floods Response Plan 2024,2024,Other,30,0,0,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,123597772,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27173764,17530000,-9643764,155.01,155,155,null,9,1,0,"[""Flash Appeal"",""Other""]",1022483675,1070777981,48294306,10.33,1.05,0,0,0,17530000,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,7,2023,1,31552886,30246000,22138904,5736200,27.17,17.53,-9.64,17.53,48.29
DJI,Regional Migrant Response Plan for Horn of Africa to Yemen and Southern Africa 2024,2024,Regional response plan,30,0,0,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,818159,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13086861,8324000,-4762861,157.22,157,157,null,23,2,8,"[""Flash Appeal"",""Regional Response"",""Other""]",3866621639,1872760633,-1993861006,-7.06,0.48,0,0,0,8324000,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,6,2009,1,null,null,null,null,13.09,8.32,-4.76,8.32,-1993.86
NGA,Nigeria Humanitarian Response Plan 2024,2024,Humanitarian response plan,29.75,0,40.01,23.73,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,7847048,3584107,1600000,16028952,867188960,0.9,1.85,13,0,"[""ERY"",""PRO"",""WSH"",""FSC"",""PRO-CPN"",""CCM"",""PRO-GBV"",""NUT"",""EDU"",""PRO-MIN"",""PRO-HLP"",""HEA"",""SHL""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,555804113,926542686,370738573,59.99,60,60,47.25,20,0,4,"[""Other"",""Regional Response"",""HRP""]",13411548343,12146842656,-1264705687,6.94,0.91,0,0,0,926542686,0,0,0,0,null,45.67,44.64,155.07,0.01,null,null,null,null,null,false,false,false,false,false,0.78,-0.66,null,87.23,0.03,8378713.62,30.61,0.67,37,2022,1,216892780,216713869,226212634,20413274,555.8,926.54,370.74,926.54,-1264.71
GTM,Guatemala Plan de Respuesta Humanitaria 2024,2024,Humanitarian response plan,28.57,3.86,46.79,4.54,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,2163953,1000000,275000,null,71372528,3.03,null,9,0,"[""CCM"",""PRO-CPN"",""HEA"",""PRO"",""PRO-GBV"",""NUT"",""EDU"",""FSC"",""WSH""]",null,916064,null,null,null,null,null,null,null,null,42.33,null,null,null,66726825,125401425,58674600,53.21,53,53,27.11,10,3,0,"[""Other"",""Flash Appeal"",""HRP""]",716825981,725184441,8358460,3.67,1.01,0,0,0,125401425,0,0,0,0,null,46.21,27.5,66.73,0.01,null,null,null,null,null,false,false,false,false,false,-0.24,-0.44,null,87.23,0.03,8378713.62,30.61,0.67,22,2024,1,18131506,17554758,14556314,2928364,66.73,125.4,58.67,125.4,8.36
NER,Niger Besoins Humanitaires et Plan de Réponse 2024,2024,Humanitarian needs and response plan,28.17,2.8,45.12,5.95,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,2580329,2132111,844290,null,105471388,2.45,null,10,0,"[""HEA"",""NUT"",""SHL"",""EDU"",""WSH"",""PRO-CPN"",""PRO-GBV"",""PRO"",""FSC"",""PRO-HLP""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,363387707,662192757,298805050,54.88,55,55,115.8,29,1,9,"[""HRP"",""Regional Response"",""Other"",""Flash Appeal""]",10710697257,10428677837,-282019420,28.37,0.97,0,0,0,662192757,0,0,0,0,null,82.63,39.6,170.44,0.01,null,null,null,null,null,false,false,false,false,false,0.96,-0.68,null,87.23,0.03,8378713.62,30.61,0.67,8,2024,1,26512516,26223178,31743474,2152586,363.39,662.19,298.81,662.19,-282.02
